,constellation,iterations,seed_value,mu,sigma,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,monthly_traffic_GB,percent_of_traffic,fuel_mass_kg,fuel_mass_1_kg,fuel_mass_2_kg,fuel_mass_3_kg,satellite_launch_cost,ground_station_cost,spectrum_cost,regulation_fees,digital_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,research_development,maintenance,discount_rate,assessment_period_year
2240,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,600.9117068281852,17700000000.06903,250000000.0,300000000.0,0.951268941079398,0.697783257557923,30,31.8525579633215,14.718679099958784,0.562555757997879,8,2,32.28562700255935,15,0,10000,480000,184900,171455819.9946348,29753059.617360797,125764404.12561338,7061226.610466509,1618242.3955427704,14012239.143994644,49256273.81921274,11786281.78290154,60411405.9819446,55106423.353602886,5,5
2241,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.5540083435343,13499999999.916151,500000000.0,300000000.0,0.7837956256967173,0.6292789130738934,30,26.309243439222428,8.845081463610967,0.6231115770670568,8,2,31.6003965157325,15,488370,0,0,0,243741495.53517896,47710992.29233044,129249880.87591699,-1129045.1807904495,3183800.336473224,2869626.82882576,53727438.30307742,-121532.10203223582,59200133.29908676,13412718.255029723,5,5
2242,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.580304162837,13500000000.06608,250000000.0,300000000.0,0.50991249094294,0.516518637219559,30,30.051925276876922,12.999181774811131,0.3815209289035617,8,2,29.655833625320398,15,218150,7360,0,0,712894239.2234839,47289810.13134306,143441755.611413,8511968.433094827,3217526.4971255246,3162825.365575252,42230339.87756615,8030251.091890035,59721030.92239939,12644965.881443169,5,5
2243,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,604.3876179956528,17700000000.03268,250000000.0,300000000.0,0.7438233872545271,0.5151761973368142,30,33.58484148241498,14.02388965552418,0.41836411709159593,8,2,27.981603822702837,15,0,10000,480000,184900,182662658.13729638,36286618.33872276,110935353.39262271,5620347.84352529,3478949.3442459987,14520719.271309234,50070211.40937118,13051713.819476865,60422263.696882114,54818060.094335034,5,5
2244,Starlink,100,42,2,10,4425,510000000,115254.2372881356,549.9691277266301,13500000000.036308,500000000.0,300000000.0,0.7447789758494221,0.6432711485749109,30,34.25062750467839,11.338561398475434,0.43698583057632767,8,2,27.553601843892444,15,488370,0,0,0,253227022.2964997,48537453.653096765,114653410.76476136,1558455.1855550772,3083464.720244517,3901547.6542693414,40161055.66951324,3126658.3059259756,59002710.1577062,13284475.263962222,5,5
2245,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.355093529039,13499999999.902107,250000000.0,300000000.0,0.7459503461049029,0.689772428712084,30,27.91050238433835,14.410949435805847,0.5099412436164099,8,2,32.00239217445196,15,218150,7360,0,0,719337229.2167289,48868592.50444676,135261316.47138256,6441698.194555456,4336427.107192425,2738511.987794549,43788863.956596,15841197.872075431,59796654.94413567,12893489.08278002,5,5
2246,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,609.0289526001761,17699999999.932034,250000000.0,300000000.0,0.90859388136065,0.5755061371308665,30,33.44338493099365,14.920627732209706,0.6691726812618398,8,2,33.275472471692304,15,0,10000,480000,184900,173688367.94790605,33460348.456362393,112226624.25624526,5388600.995502795,3203969.2178900046,14502042.197664892,48182201.35752016,-1532303.7672045282,59155549.44741876,55019965.01893148,5,5
2247,Starlink,100,42,2,10,4425,510000000,115254.2372881356,549.2824313397418,13499999999.977201,500000000.0,300000000.0,0.6690929517474727,0.664024839294526,30,25.668103010951324,11.219899387466366,0.7024226370094829,8,2,30.57927172189768,15,488370,0,0,0,243969360.67499626,44135321.13175963,126879978.58057095,2369774.3169126282,3871372.5622190405,2710580.544347064,49734834.80524564,6671948.610555917,59064925.41894793,12527249.585069709,5,5
2248,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.6304318003934,13500000000.0878,250000000.0,300000000.0,0.6764282890867324,0.6828822444476208,30,34.701971035712354,16.555792916397806,0.6448913078791747,8,2,27.10167765966439,15,218150,7360,0,0,725169776.2914643,44083735.7600645,118942689.00552718,5579611.711049116,3499954.523735702,4000301.758492908,47339318.48456993,7014694.322241304,60657259.43115248,13149379.783988727,5,5
2249,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.3990667887063,17699999999.90799,250000000.0,300000000.0,1.077360512706225,0.6192747825198056,30,26.645752988314587,13.044168770942438,0.6403689403884969,8,2,32.75277054413124,15,0,10000,480000,184900,178411653.28336015,31972081.090631146,113704213.68556507,7990204.384367414,3443404.3229514477,15575102.413825762,52326733.100092605,10631542.632049954,60159855.90449197,55940453.11288761,5,5
2250,Starlink,100,42,2,10,4425,510000000,115254.2372881356,542.2947874141664,13499999999.980032,500000000.0,300000000.0,0.5183226651909792,0.5973930357692524,30,29.207854607178277,8.296633379203886,0.3359991359625856,8,2,29.07181801557254,15,488370,0,0,0,241597018.07621184,52001220.661713496,114337822.4713569,1441840.09748238,3300650.166280272,3333865.9292036854,44254854.47749341,13978786.417368267,59734467.631746784,12652048.031570956,5,5
2251,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1195.795117513102,13500000000.001375,250000000.0,300000000.0,0.6571101603057807,0.6403990884525897,30,33.48481727420398,17.18931807183734,0.40365820839386657,8,2,29.420475239946708,15,218150,7360,0,0,728508361.9002485,53533724.290328786,105124506.33733368,6627909.24988604,4347906.0105951065,3572890.706961075,55990556.94186884,15949180.473164007,59119110.839453556,12371633.943955462,5,5
2252,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.9936125536698,17699999999.962933,250000000.0,300000000.0,0.7548286688997655,0.509673798619706,30,26.546789570414756,16.940808894836962,0.33655683895073146,8,2,29.636526634832393,15,0,10000,480000,184900,186342630.85400957,29297182.131527826,133042808.09227589,5377077.119223908,3346596.5763392914,15575605.264324233,57323241.442753345,-1770301.649792212,59982054.54243014,54451217.31217725,5,5
2253,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.5850406355635,13499999999.921457,500000000.0,300000000.0,0.5220002602578127,0.6779490406710642,30,33.02764814712718,12.400710639400115,0.3316530898930035,8,2,25.71176016555965,15,488370,0,0,0,243402733.86068588,44327728.54724225,123021624.02077946,-855292.2786730994,4500433.3100904,3208004.487604771,45336908.44021812,8433638.09451434,60155530.67244949,12007838.370090645,5,5
2254,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.7378139134726,13499999999.93208,250000000.0,300000000.0,0.7553530862636593,0.6632208921563216,30,26.786614053173466,14.369552296586047,0.47603609971617344,8,2,29.070029724678086,15,218150,7360,0,0,712679647.7994521,45671718.268013515,108339868.93997498,7656657.86512254,3822764.640578756,3899386.0735318707,40790010.62342968,14947736.290634714,60875332.25002597,12241053.76949575,5,5
2255,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.0591033363405,17700000000.096565,250000000.0,300000000.0,0.9620070438662203,0.6850681045424893,30,26.741122107986676,16.11256964315554,0.6251101391049059,8,2,26.96555627004655,15,0,10000,480000,184900,179379926.37595427,36822849.74271753,105903314.47259386,6127186.753136822,2441541.0221227435,15244190.812186057,48169414.9594524,15285322.621465337,59505890.940790415,54328541.822987564,5,5
2256,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.7208057941858,13499999999.948698,500000000.0,300000000.0,0.6482508356399244,0.6194548994340798,30,27.40677088793236,11.815794328757647,0.5546019322115229,8,2,29.208106695251256,15,488370,0,0,0,248487887.00805917,49095297.775625154,117882935.05882128,-282117.8722824446,4409819.059542076,3457153.1342032,54689271.091264606,13865524.97455337,59137349.22391444,13240707.555626305,5,5
2257,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1194.8215312942505,13499999999.914944,250000000.0,300000000.0,0.8378200354810535,0.6701144833110502,30,31.516979349732978,15.320640794898832,0.39058018019387797,8,2,30.11165141742518,15,218150,7360,0,0,718891096.9988624,50124188.2830119,109179838.17407624,6715675.845087641,2577272.0610196283,3030267.337037418,52426868.22812607,4192746.7542442633,59203010.70381545,13909143.079462247,5,5
2258,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.0637679167969,17700000000.00952,250000000.0,300000000.0,0.7179787480684447,0.6941443257990019,30,26.744849916414854,17.56948270082265,0.6797169518003697,8,2,26.847627279878125,15,0,10000,480000,184900,180818962.72258288,29615442.054270744,129644465.97421864,5278221.753850351,1758588.7783441972,15602046.334989278,43873095.033520706,15465721.631070409,59185194.83852116,54834144.41268033,5,5
2259,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.4954668807642,13499999999.914717,500000000.0,300000000.0,0.44917278931139726,0.5893933096634213,30,28.67778534498539,9.22094003924814,0.5993779534339299,8,2,34.91438673949372,15,488370,0,0,0,248225229.25027198,46144900.773731664,138377309.96729556,1969671.8393201325,4184742.9432612006,4163082.8713827822,45696666.44847354,14611326.52296466,59358148.475565076,13705343.051763171,5,5
2260,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.87001548072,13499999999.918543,250000000.0,300000000.0,0.5216455913484812,0.5279768213791155,30,34.87858526862254,16.819867426009054,0.6095758485320026,8,2,34.22346262833539,15,218150,7360,0,0,725850080.8132064,44816410.497601755,131709194.94700646,5695309.2277141735,3627556.292502665,2442291.0880376548,48640223.47523968,11760930.035072556,60607005.60200856,12137103.276894907,5,5
2261,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.3496074996798,17699999999.937027,250000000.0,300000000.0,0.7407764389334417,0.5684847872058302,30,34.882764897455964,12.543594465167573,0.55514120958229,8,2,32.4445569574401,15,0,10000,480000,184900,172051984.6991957,34401995.28616595,132262386.18656099,7976319.020682038,2038435.693889568,15673622.05265501,51881458.04459206,7373584.149183411,59878567.36455621,54756761.13598826,5,5
2262,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.8019219768735,13500000000.070343,500000000.0,300000000.0,0.6562207914909308,0.538987432742229,30,29.67661510404954,9.601537080711726,0.634403698315956,8,2,32.32551463449343,15,488370,0,0,0,244350058.62212884,45999666.904410146,106359445.92867145,432750.33689569915,2777907.8961661602,4088546.62006503,58303499.982408985,9497038.387579842,59467757.88235224,12014861.37612913,5,5
2263,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1190.3207162019348,13500000000.09726,250000000.0,300000000.0,0.6892125808643339,0.6374842758567725,30,25.271975677246648,17.52731491267544,0.4668644760744434,8,2,29.032106257312382,15,218150,7360,0,0,716375512.2569057,44953252.791745394,134065604.7965142,7566751.324306225,2783857.0692910166,3732251.8297408726,49096170.84053147,10514718.603783501,59619727.67494082,13497660.145485297,5,5
2264,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.3703758857462,17699999999.939068,250000000.0,300000000.0,0.7733594485640524,0.5473521743762926,30,32.397907451494085,15.264781914841336,0.6300854522632013,8,2,34.915506413964515,15,0,10000,480000,184900,177012856.59186402,31718161.093038958,124383303.63705498,8181656.304886359,3015765.864045809,15315760.901406435,48975400.18354374,575388.1888129907,60860791.948312275,55537681.817203775,5,5
2265,Starlink,100,42,2,10,4425,510000000,115254.2372881356,549.4565265282273,13500000000.054356,500000000.0,300000000.0,0.46411771674074787,0.5644699355843967,30,34.58353110418137,11.219930857334038,0.7220005051393484,8,2,28.751670203634283,15,488370,0,0,0,252651237.00715575,47306959.54662706,117384741.86835448,603203.0158274099,3669013.6613632347,3008204.7309119157,51006640.00257196,3020902.730954445,59468563.49784354,13948216.652176725,5,5
2266,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.6054247857226,13500000000.091965,250000000.0,300000000.0,0.8274086387985479,0.5609220804828654,30,26.32415998162414,12.11595206261629,0.34871973058975125,8,2,29.843180273961277,15,218150,7360,0,0,729763915.1655339,50101586.247562155,139250433.36005566,7518727.273095781,3618993.681096364,2787545.380142491,58789775.28247313,10634596.543718303,60215999.24568248,13971446.956100957,5,5
2267,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,600.3596581544178,17700000000.013462,250000000.0,300000000.0,0.8993652359351618,0.5794052263788718,30,29.93614792901975,13.226135272588778,0.41737960202953966,8,2,26.349887937192424,15,0,10000,480000,184900,175431206.7455381,32586677.208240647,113958560.487076,6203395.274585161,2888263.8300462347,14692589.49381005,43018431.32715127,13233996.206590757,60200532.22685303,54418700.26139608,5,5
2268,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.2483045543088,13500000000.003435,500000000.0,300000000.0,0.5334509660750616,0.6391480044375001,30,25.37856193269603,7.22213962618038,0.5917454164862204,8,2,26.564568979444797,15,488370,0,0,0,247464194.19033772,49865472.036106125,111892450.48454756,-748731.8198395043,4038155.646722748,3704433.9045424573,57018160.489878595,10157644.779694417,60059510.697520725,13464032.394070406,5,5
2269,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.1133214963195,13499999999.900341,250000000.0,300000000.0,0.6111705627945534,0.6654300503222493,30,28.179707281814057,16.517906080438436,0.6734198330206637,8,2,26.230572665055522,15,218150,7360,0,0,710501592.7743467,51584977.337322295,120220403.81844394,7301557.9738869965,2742111.464756261,3827075.8942234195,47399236.153271645,6080529.285840113,59150598.71258471,13009644.860529354,5,5
2270,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.3039061716701,17700000000.08785,250000000.0,300000000.0,0.8079042969058119,0.5136196045773983,30,33.50937450746229,15.181709342834413,0.3867626710885149,8,2,29.358559380160315,15,0,10000,480000,184900,184733907.95946205,36623897.929213375,115070349.631742,5329611.7106516855,1512781.8183688067,14039798.97254491,42551310.40331882,-1661923.9193056368,59057789.335328795,55601760.839732766,5,5
2271,Starlink,100,42,2,10,4425,510000000,115254.2372881356,541.0156687452092,13500000000.014767,500000000.0,300000000.0,0.6321251616066113,0.627962379485115,30,29.26482036520251,12.485091637249136,0.33021862636875104,8,2,33.7540462352608,15,488370,0,0,0,245529242.7978257,50790687.94797948,113985374.55903114,-616418.1021061218,3844089.002427293,2475511.49233768,46942906.21020823,3775457.0828832043,60770894.32328954,12513302.03174287,5,5
2272,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.6374089510728,13500000000.036917,250000000.0,300000000.0,0.531053324090806,0.5982155427952435,30,25.7742955017677,17.61725561773654,0.369506061072019,8,2,25.35568070396468,15,218150,7360,0,0,723267574.4571007,46912672.6500222,118429907.25586237,6041707.630253985,4217845.2117905235,3865020.9999356614,42195106.56898614,15263853.996761452,60136205.14235847,13432819.914330387,5,5
2273,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,604.2786671417704,17699999999.949417,250000000.0,300000000.0,1.0575193596816126,0.5541407703578289,30,34.67701637747661,17.283222908241445,0.5573703765290294,8,2,25.423754020080224,15,0,10000,480000,184900,185536573.638468,33410912.30821107,122821183.97186272,6002589.88318524,2942741.2575581074,15373400.064460475,56662060.23793554,14248911.715624364,60804778.61707179,55532787.93615463,5,5
2274,Starlink,100,42,2,10,4425,510000000,115254.2372881356,540.5160132868799,13499999999.923353,500000000.0,300000000.0,0.7469115894752083,0.519251615465276,30,25.11615170031313,11.350723440663119,0.4085116178332616,8,2,27.984853585559424,15,488370,0,0,0,256947976.24168852,53177129.65489276,127005904.1874989,700494.2588627106,4207850.170019656,3348551.839342823,53884268.918678455,-890446.8931001232,60449692.64276264,12315882.037160248,5,5
2275,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.9478792506873,13499999999.987453,250000000.0,300000000.0,0.6046642926910657,0.6507169847895653,30,32.960635569910984,13.567244282519004,0.549104918561824,8,2,29.93026328307276,15,218150,7360,0,0,726110515.872343,52667055.81817533,124504026.94895771,7891645.112003092,3892416.5568109388,3170796.077328987,41425609.44926163,6891388.882341031,60917221.66641262,13162111.944003977,5,5
2276,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.0703760947401,17699999999.922836,250000000.0,300000000.0,0.8932052980735843,0.6972069142040349,30,32.459503755805045,17.20348391308992,0.48574737219307706,8,2,27.98581083786792,15,0,10000,480000,184900,173954982.42138016,36277839.98607616,127461185.31152178,6057620.526725494,3436956.135102628,14669546.849732514,42186181.09665364,11837646.752777817,59208559.993252896,55345985.58316244,5,5
2277,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.4906192220553,13499999999.914385,500000000.0,300000000.0,0.4701775929660738,0.5509274216029202,30,26.161247187743793,10.658852764175563,0.387127113786285,8,2,26.15124962227512,15,488370,0,0,0,259661772.6380356,51021731.36613057,141566516.01195094,236074.79830173636,2936012.142011461,2285813.8456493425,57349016.683878876,11873532.646048773,60129102.54687071,13675254.356771199,5,5
2278,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.8533281236669,13500000000.087027,250000000.0,300000000.0,0.5174831408882464,0.6637116543480888,30,26.611977270922452,13.291413183840092,0.6297712810965728,8,2,32.9838297160154,15,218150,7360,0,0,711158312.9545593,49179313.2547032,105214302.8899089,8383877.46626511,3418748.201043687,2574033.900315339,42032315.41091633,262337.465344673,59132835.30460842,13524690.752521941,5,5
2279,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.0221450556168,17699999999.943123,250000000.0,300000000.0,0.894257742074943,0.599626494589826,30,27.45793324120371,13.03109714451497,0.5345853410947488,8,2,32.211175609542565,15,0,10000,480000,184900,171613329.54143384,29420151.976110958,116278422.13077995,7565331.447330664,2111347.3682014057,15068766.39994376,45957097.80285541,9410112.536794676,59667115.19028749,55250841.883722834,5,5
2280,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.5036092662144,13499999999.906965,500000000.0,300000000.0,0.6226196649933462,0.5555057945075301,30,30.490024038362222,10.378899145678254,0.5508960813694735,8,2,28.162996380567225,15,488370,0,0,0,257572901.22765544,45266572.54865222,119639357.66252759,247476.4678520488,3305557.3534047822,3903419.151448642,51743130.924927965,15542417.421477735,60993323.05143241,12475463.132480437,5,5
2281,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1195.939165380178,13499999999.975794,250000000.0,300000000.0,0.6653370823015574,0.6334051172054671,30,26.68809258742419,14.002020889112181,0.4909280318014677,8,2,26.764675849748286,15,218150,7360,0,0,710946843.8313017,44009909.20396812,141722243.65288448,7040558.94996759,4361244.07136027,3243506.0032264437,45108801.20526574,9596004.56138837,59375526.69495902,13986055.141410649,5,5
2282,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.7730054372815,17700000000.07889,250000000.0,300000000.0,0.7960358402350128,0.6432684020854635,30,29.166424009009837,17.42138767447625,0.45999660315566365,8,2,28.378000918318257,15,0,10000,480000,184900,185561902.56403887,36820449.69194375,141126511.0128504,8437056.348977972,2410234.0727136703,15593390.154283836,47279802.773592226,7611627.10436343,60351144.27529678,54789582.107900895,5,5
2283,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.4777740025512,13500000000.010921,500000000.0,300000000.0,0.65034226510481,0.5688947381042967,30,27.70304321991116,11.176632633469167,0.4847598550257104,8,2,25.69933685022557,15,488370,0,0,0,256934032.35393155,47811412.79948555,121977179.5764793,1977184.9420042252,2608608.3568473198,2702490.1744101727,43069285.15937458,-321993.2181186215,60301789.57360782,13467553.23041651,5,5
2284,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.3265865573624,13500000000.078697,250000000.0,300000000.0,0.4796313614926671,0.6644942842095323,30,27.736827020248203,17.682602237027595,0.43903595919652927,8,2,26.328201970619588,15,218150,7360,0,0,729518448.1042906,45503226.425757974,112221393.51467225,6070219.40528754,3400153.9599666293,2836269.77467582,56579231.94247182,6098719.221318141,60232234.198313415,12767290.250883896,5,5
2285,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.9539701439058,17699999999.933666,250000000.0,300000000.0,1.0321492054681207,0.5689403103316887,30,33.23038894024315,15.957935942927325,0.5081319153555784,8,2,31.903534696619484,15,0,10000,480000,184900,176699914.83348522,34869870.16236395,121631955.04730001,8606978.98807041,3102702.964909808,15072892.219414376,44355374.69345583,14532312.329286069,59763728.04410276,55349756.04227729,5,5
2286,Starlink,100,42,2,10,4425,510000000,115254.2372881356,549.8119338536291,13499999999.95461,500000000.0,300000000.0,0.4180919086173919,0.6226079451253979,30,32.72799930445363,11.539080773664406,0.41447251417926084,8,2,30.965438455103723,15,488370,0,0,0,245566067.5274268,46531562.03755765,125906531.1232817,-397980.12310785253,3801853.1843472514,3844610.376964423,49787111.43206103,10262913.265538108,59021431.83265796,13697376.952524778,5,5
2287,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.3984357048726,13499999999.976656,250000000.0,300000000.0,0.4526019053767449,0.547673849619829,30,31.913659377168898,17.087440567683277,0.6853363497698393,8,2,33.15359016954084,15,218150,7360,0,0,729021182.1421827,46479293.339885436,143288687.2778755,6957668.651771368,2725051.5613837303,3051293.9395497935,40572076.71368444,5387967.252806623,59506132.04002286,12034527.815259075,5,5
2288,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,600.7814827076138,17699999999.947678,250000000.0,300000000.0,0.7221516680340453,0.5793910476113772,30,33.833770821991706,16.897862353497278,0.3729217761596142,8,2,26.28296763506738,15,0,10000,480000,184900,186778654.21256614,29097102.069081347,117761880.63691467,5402417.254067413,2532044.4874099437,15528845.823020004,52714723.187050015,3763149.515173114,60043191.8008085,55447882.765665814,5,5
2289,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.4803918548529,13500000000.070469,500000000.0,300000000.0,0.4422395712924895,0.5746316432800991,30,33.160251799591364,11.64841451519792,0.68837478475816,8,2,33.07605169659146,15,488370,0,0,0,254412665.66375923,50207442.281166285,125713441.57979515,994616.7198126349,2667448.674052608,4162324.6420019455,56143968.73284797,1971669.4320881637,60241660.99373878,13615376.227212088,5,5
2290,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.7480965602194,13499999999.983284,250000000.0,300000000.0,0.8194740010562576,0.6331447679881851,30,29.858399229200547,12.320665659799374,0.5663115328311251,8,2,33.781760864399445,15,218150,7360,0,0,724898760.5042717,53413099.69384186,141375492.05027503,6773009.789737831,4486634.748403229,3762794.756778172,56109049.93243266,-227645.33854964003,60892245.8414727,13034359.62526715,5,5
2291,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,609.8960949960841,17699999999.98185,250000000.0,300000000.0,0.8166889878907169,0.5003680060743819,30,34.342015748698564,13.21566624608578,0.7248418697052469,8,2,30.744463780206612,15,0,10000,480000,184900,180533343.71609324,32936039.73172328,130144425.1866735,6238208.2706591375,3498208.253668786,15910693.94434524,53675072.3255381,1596183.7643425846,59002223.77504691,54777023.051615864,5,5
2292,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.6332950856017,13499999999.95612,500000000.0,300000000.0,0.6182832655276678,0.6335370057305304,30,26.94634956551526,10.343819375874643,0.6379019152899331,8,2,27.61034310567056,15,488370,0,0,0,253359111.0466906,45384929.5509278,124876016.50773174,-611336.5094529615,4413634.596359915,3861326.84688872,58961413.23922221,8656060.905238625,60959286.59974536,13844328.922245108,5,5
2293,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.4446858326185,13499999999.959732,250000000.0,300000000.0,0.6318082364959965,0.5024568672230004,30,32.39250034802197,15.542174327780085,0.5456071638568356,8,2,34.15067881290905,15,218150,7360,0,0,716525143.539134,48734582.51124665,131468567.95116699,6974732.133859452,3865211.0317454254,4202951.792589555,53268958.66340292,8947713.069892807,59313965.12284077,12755267.483153358,5,5
2294,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,600.2930249711466,17699999999.999138,250000000.0,300000000.0,1.0014267264552803,0.6448569541691265,30,26.536767119590213,17.71870897250715,0.619818787058822,8,2,25.020133910956716,15,0,10000,480000,184900,183681533.6217666,33569045.51328045,110534076.86250336,8441991.467183601,2089848.1337651373,14984569.4492136,55647934.01284848,2888017.8608112046,59704117.63285024,55855968.5462331,5,5
2295,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.8983853691949,13499999999.925772,500000000.0,300000000.0,0.7828801400726396,0.5040352384727543,30,28.26554896692294,7.626612873455352,0.5767808549944328,8,2,29.842566322823025,15,488370,0,0,0,255805366.83422,43983090.14304659,131147321.18232174,1486393.0952048576,3807526.5734798387,2536102.407500787,49609741.42531553,8801370.898861377,60445374.96941036,12606316.584549999,5,5
2296,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.80362099306,13500000000.089815,250000000.0,300000000.0,0.557930926998454,0.654708606050447,30,28.28762617973501,15.590679147308059,0.33506986259007404,8,2,29.066072379243124,15,218150,7360,0,0,711014584.4047098,44703979.6518791,105814272.41502537,6216992.288223451,3424170.4017215753,3466506.9510366456,41233848.91316979,4549929.625321492,59185024.71108736,13642951.046223044,5,5
2297,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,600.4111973014469,17699999999.92364,250000000.0,300000000.0,0.7560422364976325,0.664953401118673,30,33.390281810105364,15.707875623595083,0.6363041500357549,8,2,26.62846464183713,15,0,10000,480000,184900,189813392.89150727,33291146.29336554,116797730.42188099,8437193.258879837,3421588.2569364943,15936512.223777836,48537355.6863346,13657699.925563306,60674414.08386407,54049058.52689044,5,5
2298,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.2006737747157,13500000000.047329,500000000.0,300000000.0,0.7693117608200539,0.5400294951425507,30,28.110465674930587,11.0617174984516,0.690886154766005,8,2,30.98543164853663,15,488370,0,0,0,247709314.10744956,49602868.246377684,121811652.10467246,1281103.9124100879,4407490.04364064,4024997.096990341,53605466.864191145,14579049.160071068,60494028.68553455,12229268.375711778,5,5
2299,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1190.2378029148747,13499999999.943962,250000000.0,300000000.0,0.6519679375905637,0.6925396892680367,30,25.10499275635669,16.846125564912064,0.6809373448499669,8,2,25.418563228310997,15,218150,7360,0,0,716635206.2844739,50322041.30676725,111864563.05704926,7085526.720001293,3820079.9149181233,3673519.775863371,57131897.253791206,-984853.2039376101,59685362.57075914,12996284.09092071,5,5
2300,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.4943061933366,17699999999.94668,250000000.0,300000000.0,0.9537555079790583,0.6797027340443496,30,26.2883371812861,13.077043893073,0.6113270027982713,8,2,34.607940683431174,15,0,10000,480000,184900,182109763.28285688,36186480.120625384,127090334.81763512,5678550.214524595,2283627.589036635,15160502.556800239,40351528.06220368,2904927.6848090338,59764623.64106931,55130362.927683175,5,5
2301,Starlink,100,42,2,10,4425,510000000,115254.2372881356,541.6399534719142,13500000000.09565,500000000.0,300000000.0,0.7661725884496644,0.5368116010086781,30,32.55376681520855,12.242648440442943,0.4567371568101173,8,2,28.399300035282717,15,488370,0,0,0,258123898.24926215,52412916.775762685,114691212.96903493,-1172541.1424786444,3824649.566470061,3620871.566125081,51981672.26672208,11174686.399151998,59405413.24703254,12076803.6916677,5,5
2302,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1190.8103790557036,13500000000.001902,250000000.0,300000000.0,0.48639061168778563,0.6027543044929405,30,27.280821777996113,13.772178375062543,0.3307816396841361,8,2,33.85856036279736,15,218150,7360,0,0,716622636.9573841,46863731.35166637,122702750.12399444,7876880.050452929,2928356.521356303,2713547.352045809,49577201.79805207,9887630.577092528,60163808.58278196,13315111.947936844,5,5
2303,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.0420103507658,17700000000.010902,250000000.0,300000000.0,1.0471993337248928,0.5087609350037973,30,34.585396438809454,17.229709197450482,0.3480115430232113,8,2,25.1968844606102,15,0,10000,480000,184900,181425112.31197426,31817698.381406985,107927744.96357235,6932625.162563341,3130495.282828153,14209779.940836573,47397239.37097533,12560813.949977258,60988733.38352696,54391730.57922093,5,5
